ID,Дата,Год,Месяц_год,Местоположение,Бренд,Товар,Количество,Продажи,Себестоимость,Прибыль,Рентабельность
,2022-08-01,2022,202208,на Гоголя,Babidas,BA earth-3530,43,190533,86688.0,103845.0,119.79
,2022-09-01,2022,202209,на Гоголя,Babidas,BA earth-3530,45,225900,90720.0,135180.0,149.01
,2022-10-01,2022,202210,на Гоголя,Babidas,BA earth-3530,37,207533,74592.0,132941.0,178.22
,2022-11-01,2022,202211,на Гоголя,Babidas,BA earth-3530,27,144234,54432.0,89802.0,164.98
,2022-12-01,2022,202212,на Гоголя,Babidas,BA earth-3530,32,151008,64512.0,86496.0,134.08
,2021-01-01,2021,202101,на Гоголя,Babidas,BA ais-1740,35,97125,32725.000000000004,64400.0,196.79
,2021-02-01,2021,202102,на Гоголя,Babidas,BA ais-1740,22,60214,20570.000000000004,39644.0,192.73
,2021-03-01,2021,202103,на Гоголя,Babidas,BA ais-1740,18,44406,16830.000000000004,27575.999999999996,163.85
,2021-04-01,2021,202104,на Гоголя,Babidas,BA ais-1740,33,112464,30855.000000000004,81609.0,264.49
,2021-05-01,2021,202105,на Гоголя,Babidas,BA ais-1740,42,159054,39270.00000000001,119784.0,305.03
,2021-06-01,2021,202106,на Гоголя,Babidas,BA ais-1740,40,133320,37400.00000000001,95920.0,256.47
,2021-07-01,2021,202107,на Гоголя,Babidas,BA ais-1740,42,47922,39270.00000000001,8651.999999999993,22.03
,2021-08-01,2021,202108,на Гоголя,Babidas,BA ais-1740,35,76440,32725.000000000004,43715.0,133.58
,2021-09-01,2021,202109,на Гоголя,Babidas,BA ais-1740,37,82103,34595.00000000001,47507.99999999999,137.33
,2021-10-01,2021,202110,на Гоголя,Babidas,BA ais-1740,31,100719,28985.000000000004,71734.0,247.49
,2021-11-01,2021,202111,на Гоголя,Babidas,BA ais-1740,22,70290,20570.000000000004,49720.0,241.71
,2021-12-01,2021,202112,на Гоголя,Babidas,BA ais-1740,27,59508,25245.000000000004,34263.0,135.72
,2022-01-01,2022,202201,на Гоголя,Babidas,BA ais-1740,39,111228,36465.00000000001,74763.0,205.03
,2022-02-01,2022,202202,на Гоголя,Babidas,BA ais-1740,24,74256,22440.000000000004,51816.0,230.91
,2022-03-01,2022,202203,на Гоголя,Babidas,BA ais-1740,20,40940,18700.000000000004,22239.999999999996,118.93
,2022-04-01,2022,202204,на Гоголя,Babidas,BA ais-1740,36,129708,33660.00000000001,96048.0,285.35
,2022-05-01,2022,202205,на Гоголя,Babidas,BA ais-1740,46,165600,43010.00000000001,122590.0,285.03
,2022-06-01,2022,202206,на Гоголя,Babidas,BA ais-1740,44,132572,41140.00000000001,91432.0,222.25
,2022-07-01,2022,202207,на Гоголя,Babidas,BA ais-1740,46,60306,43010.00000000001,17295.999999999993,40.21
,2022-08-01,2022,202208,на Гоголя,Babidas,BA ais-1740,39,90636,36465.00000000001,54170.99999999999,148.56
,2022-09-01,2022,202209,на Гоголя,Babidas,BA ais-1740,41,104673,38335.00000000001,66338.0,173.05
,2022-10-01,2022,202210,на Гоголя,Babidas,BA ais-1740,34,126174,31790.000000000004,94384.0,296.9
,2022-11-01,2022,202211,на Гоголя,Babidas,BA ais-1740,24,75504,22440.000000000004,53064.0,236.47
,2022-12-01,2022,202212,на Гоголя,Babidas,BA ais-1740,29,80736,27115.000000000004,53621.0,197.75
,2021-01-01,2021,202101,на Гоголя,Babidas,BA ice-4231,43,220332,84968.0,135364.0,159.31
,2021-02-01,2021,202102,на Гоголя,Babidas,BA ice-4231,27,139509,53352.0,86157.0,161.49
,2021-03-01,2021,202103,на Гоголя,Babidas,BA ice-4231,22,91696,43472.0,48224.0,110.93
,2021-04-01,2021,202104,на Гоголя,Babidas,BA ice-4231,41,203155,81016.0,122139.0,150.76
,2021-05-01,2021,202105,на Гоголя,Babidas,BA ice-4231,51,325227,100776.0,224451.0,222.72
,2021-06-01,2021,202106,на Гоголя,Babidas,BA ice-4231,49,234024,96824.0,137200.0,141.7
,2021-07-01,2021,202107,на Гоголя,Babidas,BA ice-4231,51,161415,100776.0,60639.0,60.17
,2021-08-01,2021,202108,на Гоголя,Babidas,BA ice-4231,43,171312,84968.0,86344.0,101.62
,2021-09-01,2021,202109,на Гоголя,Babidas,BA ice-4231,46,229034,90896.0,138138.0,151.97
,2021-10-01,2021,202110,на Гоголя,Babidas,BA ice-4231,38,205580,75088.0,130492.0,173.79
,2021-11-01,2021,202111,на Гоголя,Babidas,BA ice-4231,27,123039,53352.0,69687.0,130.62
,2021-12-01,2021,202112,на Гоголя,Babidas,BA ice-4231,33,157608,65208.0,92400.0,141.7
,2022-01-01,2022,202201,на Гоголя,Babidas,BA ice-4231,48,222336,94848.0,127488.0,134.41
,2022-02-01,2022,202202,на Гоголя,Babidas,BA ice-4231,30,147390,59280.0,88110.0,148.63
,2022-03-01,2022,202203,на Гоголя,Babidas,BA ice-4231,24,114816,47424.0,67392.0,142.11
,2022-04-01,2022,202204,на Гоголя,Babidas,BA ice-4231,45,243495,88920.0,154575.0,173.84
,2022-05-01,2022,202205,на Гоголя,Babidas,BA ice-4231,56,308784,110656.0,198128.0,179.05
,2022-06-01,2022,202206,на Гоголя,Babidas,BA ice-4231,53,269611,104728.0,164883.0,157.44
,2022-07-01,2022,202207,на Гоголя,Babidas,BA ice-4231,56,174048,110656.0,63392.0,57.29
,2022-08-01,2022,202208,на Гоголя,Babidas,BA ice-4231,48,218400,94848.0,123552.0,130.26
,2022-09-01,2022,202209,на Гоголя,Babidas,BA ice-4231,51,254286,100776.0,153510.0,152.33
,2022-10-01,2022,202210,на Гоголя,Babidas,BA ice-4231,42,228774,82992.0,145782.0,175.66
,2022-11-01,2022,202211,на Гоголя,Babidas,BA ice-4231,30,156360,59280.0,97080.0,163.77
,2022-12-01,2022,202212,на Гоголя,Babidas,BA ice-4231,36,156996,71136.0,85860.0,120.7
,2021-01-01,2021,202101,на Гоголя,Babidas,BA ai-2960,39,202800,70200.0,132600.0,188.89
,2021-02-01,2021,202102,на Гоголя,Babidas,BA ai-2960,24,138120,43200.0,94920.0,219.72
,2021-03-01,2021,202103,на Гоголя,Babidas,BA ai-2960,20,114420,36000.0,78420.0,217.83
,2021-04-01,2021,202104,на Гоголя,Babidas,BA ai-2960,36,227016,64800.0,162216.0,250.33
,2021-05-01,2021,202105,на Гоголя,Babidas,BA ai-2960,46,305348,82800.0,222548.0,268.78
,2021-06-01,2021,202106,на Гоголя,Babidas,BA ai-2960,44,255024,79200.0,175824.0,222.0
,2021-07-01,2021,202107,на Гоголя,Babidas,BA ai-2960,46,204102,82800.0,121302.0,146.5
,2021-08-01,2021,202108,на Гоголя,Babidas,BA ai-2960,39,230841,70200.0,160641.0,228.83
,2021-09-01,2021,202109,на Гоголя,Babidas,BA ai-2960,41,215537,73800.0,141737.0,192.06
,2021-10-01,2021,202110,на Гоголя,Babidas,BA ai-2960,34,191726,61200.0,130526.0,213.28
,2021-11-01,2021,202111,на Гоголя,Babidas,BA ai-2960,24,131856,43200.0,88656.0,205.22
,2021-12-01,2021,202112,на Гоголя,Babidas,BA ai-2960,29,145783,52200.0,93583.0,179.28
,2022-01-01,2022,202201,на Гоголя,Babidas,BA ai-2960,43,255807,77400.0,178407.0,230.5
,2022-02-01,2022,202202,на Гоголя,Babidas,BA ai-2960,27,154386,48600.0,105786.0,217.67
,2022-03-01,2022,202203,на Гоголя,Babidas,BA ai-2960,22,106458,39600.0,66858.0,168.83
,2022-04-01,2022,202204,на Гоголя,Babidas,BA ai-2960,40,264040,72000.0,192040.0,266.72
,2022-05-01,2022,202205,на Гоголя,Babidas,BA ai-2960,51,306255,91800.0,214455.0,233.61
,2022-06-01,2022,202206,на Гоголя,Babidas,BA ai-2960,48,282672,86400.0,196272.0,227.17
,2022-07-01,2022,202207,на Гоголя,Babidas,BA ai-2960,51,206193,91800.0,114393.0,124.61
,2022-08-01,2022,202208,на Гоголя,Babidas,BA ai-2960,43,222869,77400.0,145469.0,187.94
,2022-09-01,2022,202209,на Гоголя,Babidas,BA ai-2960,45,232425,81000.0,151425.0,186.94
,2022-10-01,2022,202210,на Гоголя,Babidas,BA ai-2960,37,212713,66600.0,146113.0,219.39
,2022-11-01,2022,202211,на Гоголя,Babidas,BA ai-2960,27,140265,48600.0,91665.0,188.61
,2022-12-01,2022,202212,на Гоголя,Babidas,BA ai-2960,32,153728,57600.0,96128.0,166.89
,2021-01-01,2021,202101,на Гоголя,Asic,AS air-7520,26,944580,536900.0,407680.0,75.93
,2021-02-01,2021,202102,на Гоголя,Asic,AS air-7520,17,629510,351050.0,278460.0,79.32
,2021-03-01,2021,202103,на Гоголя,Asic,AS air-7520,13,466375,268450.0,197925.0,73.73
,2021-04-01,2021,202104,на Гоголя,Asic,AS air-7520,25,921150,516250.0,404900.0,78.43
,2021-05-01,2021,202105,на Гоголя,Asic,AS air-7520,31,1141637,640150.0,501487.0,78.34
,2021-06-01,2021,202106,на Гоголя,Asic,AS air-7520,29,1064561,598850.0,465711.0,77.77
,2021-07-01,2021,202107,на Гоголя,Asic,AS air-7520,31,1071143,640150.0,430993.0,67.33
,2021-08-01,2021,202108,на Гоголя,Asic,AS air-7520,26,930826,536900.0,393926.0,73.37
,2021-09-01,2021,202109,на Гоголя,Asic,AS air-7520,28,1016736,578200.0,438536.0,75.85
,2021-10-01,2021,202110,на Гоголя,Asic,AS air-7520,23,830461,474950.0,355511.0,74.85
,2021-11-01,2021,202111,на Гоголя,Asic,AS air-7520,17,620024,351050.0,268974.0,76.62
,2021-12-01,2021,202112,на Гоголя,Asic,AS air-7520,20,703220,413000.0,290220.0,70.27
,2022-01-01,2022,202201,на Гоголя,Asic,AS air-7520,29,1043942,598850.0,445092.0,74.32
,2022-02-01,2022,202202,на Гоголя,Asic,AS air-7520,18,653112,371700.0,281412.0,75.71
,2022-03-01,2022,202203,на Гоголя,Asic,AS air-7520,15,537870,309750.0,228120.0,73.65
,2022-04-01,2022,202204,на Гоголя,Asic,AS air-7520,27,990657,557550.0,433107.0,77.68
,2022-05-01,2022,202205,на Гоголя,Asic,AS air-7520,34,1250860,702100.0,548760.0,78.16
,2022-06-01,2022,202206,на Гоголя,Asic,AS air-7520,32,1147520,660800.0,486720.0,73.66
,2022-07-01,2022,202207,на Гоголя,Asic,AS air-7520,34,1170518,702100.0,468418.0,66.72
,2022-08-01,2022,202208,на Гоголя,Asic,AS air-7520,29,1050873,598850.0,452023.0,75.48
,2022-09-01,2022,202209,на Гоголя,Asic,AS air-7520,31,1114233,640150.0,474083.0,74.06
,2022-10-01,2022,202210,на Гоголя,Asic,AS air-7520,25,910775,516250.0,394525.0,76.42
,2022-11-01,2022,202211,на Гоголя,Asic,AS air-7520,18,649080,371700.0,277380.0,74.62
,2022-12-01,2022,202212,на Гоголя,Asic,AS air-7520,22,782188,454300.0,327888.0,72.17
,2021-01-01,2021,202101,на Гоголя,Asic,AS grou-3318,21,689598,329280.0,360318.0,109.43
,2021-02-01,2021,202102,на Гоголя,Asic,AS grou-3318,13,434070,203840.0,230230.0,112.95
,2021-03-01,2021,202103,на Гоголя,Asic,AS grou-3318,11,362868,172480.0,190388.0,110.38
,2021-04-01,2021,202104,на Гоголя,Asic,AS grou-3318,20,678660,313600.0,365060.0,116.41
,2021-05-01,2021,202105,на Гоголя,Asic,AS grou-3318,25,843400,392000.0,451400.0,115.15
,2021-06-01,2021,202106,на Гоголя,Asic,AS grou-3318,24,808008,376320.0,431688.0,114.71
,2021-07-01,2021,202107,на Гоголя,Asic,AS grou-3318,25,808150,392000.0,416150.0,106.16
,2021-08-01,2021,202108,на Гоголя,Asic,AS grou-3318,21,683613,329280.0,354333.0,107.61
,2021-09-01,2021,202109,на Гоголя,Asic,AS grou-3318,22,712206,344960.0,367246.0,106.46
,2021-10-01,2021,202110,на Гоголя,Asic,AS grou-3318,19,637260,297920.0,339340.0,113.9
,2021-11-01,2021,202111,на Гоголя,Asic,AS grou-3318,13,431717,203840.0,227877.0,111.79
,2021-12-01,2021,202112,на Гоголя,Asic,AS grou-3318,16,524672,250880.0,273792.0,109.13
,2022-01-01,2022,202201,на Гоголя,Asic,AS grou-3318,23,752606,360640.0,391966.0,108.69
,2022-02-01,2022,202202,на Гоголя,Asic,AS grou-3318,15,510765,235200.0,275565.0,117.16
,2022-03-01,2022,202203,на Гоголя,Asic,AS grou-3318,12,397752,188160.0,209592.0,111.39
,2022-04-01,2022,202204,на Гоголя,Asic,AS grou-3318,22,754622,344960.0,409662.0,118.76
,2022-05-01,2022,202205,на Гоголя,Asic,AS grou-3318,27,909846,423360.0,486486.0,114.91
,2022-06-01,2022,202206,на Гоголя,Asic,AS grou-3318,26,874666,407680.0,466986.0,114.55
,2022-07-01,2022,202207,на Гоголя,Asic,AS grou-3318,27,850554,423360.0,427194.0,100.91
,2022-08-01,2022,202208,на Гоголя,Asic,AS grou-3318,23,741336,360640.0,380696.0,105.56
,2022-09-01,2022,202209,на Гоголя,Asic,AS grou-3318,25,834500,392000.0,442500.0,112.88
,2022-10-01,2022,202210,на Гоголя,Asic,AS grou-3318,20,658080,313600.0,344480.0,109.85
,2022-11-01,2022,202211,на Гоголя,Asic,AS grou-3318,15,499800,235200.0,264600.0,112.5
,2022-12-01,2022,202212,на Гоголя,Asic,AS grou-3318,18,587916,282240.0,305676.0,108.3
,2021-01-01,2021,202101,на Гоголя,Asic,AS gre-2748,24,1031256,433440.0,597816.0,137.92
,2021-02-01,2021,202102,на Гоголя,Asic,AS gre-2748,15,656550,270900.0,385650.0,142.36
,2021-03-01,2021,202103,на Гоголя,Asic,AS gre-2748,12,516312,216720.0,299592.0,138.24
,2021-04-01,2021,202104,на Гоголя,Asic,AS gre-2748,22,953964,397320.0,556644.0,140.1
,2021-05-01,2021,202105,на Гоголя,Asic,AS gre-2748,28,1219568,505680.0,713888.0,141.17
,2021-06-01,2021,202106,на Гоголя,Asic,AS gre-2748,26,1124474,469560.0,654914.0,139.47
,2021-07-01,2021,202107,на Гоголя,Asic,AS gre-2748,28,1173956,505680.0,668276.0,132.15
,2021-08-01,2021,202108,на Гоголя,Asic,AS gre-2748,24,1026840,433440.0,593400.0,136.9
,2021-09-01,2021,202109,на Гоголя,Asic,AS gre-2748,25,1068900,451500.0,617400.0,136.74
,2021-10-01,2021,202110,на Гоголя,Asic,AS gre-2748,21,917721,379260.0,538461.0,141.98
,2021-11-01,2021,202111,на Гоголя,Asic,AS gre-2748,15,655605,270900.0,384705.0,142.01
,2021-12-01,2021,202112,на Гоголя,Asic,AS gre-2748,18,774864,325080.0,449784.0,138.36
,2022-01-01,2022,202201,на Гоголя,Asic,AS gre-2748,26,1123226,469560.0,653666.0,139.21
,2022-02-01,2022,202202,на Гоголя,Asic,AS gre-2748,16,690000,288960.0,401040.0,138.79
,2022-03-01,2022,202203,на Гоголя,Asic,AS gre-2748,13,555724,234780.0,320944.0,136.7
,2022-04-01,2022,202204,на Гоголя,Asic,AS gre-2748,24,1056984,433440.0,623544.0,143.86
,2022-05-01,2022,202205,на Гоголя,Asic,AS gre-2748,31,1371750,559860.0,811890.0,145.02
,2022-06-01,2022,202206,на Гоголя,Asic,AS gre-2748,29,1248276,523740.0,724536.0,138.34
,2022-07-01,2022,202207,на Гоголя,Asic,AS gre-2748,31,1310649,559860.0,750789.0,134.1
,2022-08-01,2022,202208,на Гоголя,Asic,AS gre-2748,26,1107886,469560.0,638326.0,135.94
,2022-09-01,2022,202209,на Гоголя,Asic,AS gre-2748,27,1167939,487620.0,680319.0,139.52
,2022-10-01,2022,202210,на Гоголя,Asic,AS gre-2748,23,990610,415380.0,575230.0,138.48
,2022-11-01,2022,202211,на Гоголя,Asic,AS gre-2748,16,691552,288960.0,402592.0,139.32
,2022-12-01,2022,202212,на Гоголя,Asic,AS gre-2748,20,855180,361200.0,493980.0,136.76
,2021-01-01,2021,202101,на Гоголя,Asic,AS earth-9544,21,616287,235200.0,381087.0,162.03
,2021-02-01,2021,202102,на Гоголя,Asic,AS earth-9544,14,407288,156800.0,250488.0,159.75
,2021-03-01,2021,202103,на Гоголя,Asic,AS earth-9544,11,318527,123200.0,195327.0,158.54
,2021-04-01,2021,202104,на Гоголя,Asic,AS earth-9544,20,595880,224000.0,371880.0,166.02
,2021-05-01,2021,202105,на Гоголя,Asic,AS earth-9544,25,756800,280000.0,476800.0,170.29
,2021-06-01,2021,202106,на Гоголя,Asic,AS earth-9544,24,695184,268800.0,426384.0,158.62
,2021-07-01,2021,202107,на Гоголя,Asic,AS earth-9544,25,697950,280000.0,417950.0,149.27
,2021-08-01,2021,202108,на Гоголя,Asic,AS earth-9544,21,597219,235200.0,362019.0,153.92
,2021-09-01,2021,202109,на Гоголя,Asic,AS earth-9544,23,658214,257600.0,400614.0,155.52
,2021-10-01,2021,202110,на Гоголя,Asic,AS earth-9544,19,550221,212800.0,337421.0,158.56
,2021-11-01,2021,202111,на Гоголя,Asic,AS earth-9544,14,412314,156800.0,255514.0,162.96
,2021-12-01,2021,202112,на Гоголя,Asic,AS earth-9544,16,469024,179200.0,289824.0,161.73
,2022-01-01,2022,202201,на Гоголя,Asic,AS earth-9544,23,668725,257600.0,411125.0,159.6
,2022-02-01,2022,202202,на Гоголя,Asic,AS earth-9544,15,435435,168000.0,267435.0,159.19
,2022-03-01,2022,202203,на Гоголя,Asic,AS earth-9544,12,347760,134400.0,213360.0,158.75
,2022-04-01,2022,202204,на Гоголя,Asic,AS earth-9544,22,662310,246400.0,415910.0,168.79
,2022-05-01,2022,202205,на Гоголя,Asic,AS earth-9544,28,837172,313600.0,523572.0,166.96
,2022-06-01,2022,202206,на Гоголя,Asic,AS earth-9544,26,755352,291200.0,464152.0,159.39
,2022-07-01,2022,202207,на Гоголя,Asic,AS earth-9544,28,775292,313600.0,461692.0,147.22
,2022-08-01,2022,202208,на Гоголя,Asic,AS earth-9544,23,661894,257600.0,404294.0,156.95
,2022-09-01,2022,202209,на Гоголя,Asic,AS earth-9544,25,729650,280000.0,449650.0,160.59
,2022-10-01,2022,202210,на Гоголя,Asic,AS earth-9544,21,617421,235200.0,382221.0,162.51
,2022-11-01,2022,202211,на Гоголя,Asic,AS earth-9544,15,440730,168000.0,272730.0,162.34
,2022-12-01,2022,202212,на Гоголя,Asic,AS earth-9544,18,504936,201600.0,303336.0,150.46
,2021-01-01,2021,202101,на Гоголя,Asic,AS ais-7331,27,1250424,680400.0000000001,570023.9999999999,83.78
,2021-02-01,2021,202102,на Гоголя,Asic,AS ais-7331,17,791350,428400.00000000006,362949.99999999994,84.72
,2021-03-01,2021,202103,на Гоголя,Asic,AS ais-7331,14,641466,352800.00000000006,288665.99999999994,81.82
,2021-04-01,2021,202104,на Гоголя,Asic,AS ais-7331,25,1170150,630000.0000000001,540149.9999999999,85.74
,2021-05-01,2021,202105,на Гоголя,Asic,AS ais-7331,32,1505568,806400.0000000001,699167.9999999999,86.7
,2021-06-01,2021,202106,на Гоголя,Asic,AS ais-7331,30,1381290,756000.0000000001,625289.9999999999,82.71
,2021-07-01,2021,202107,на Гоголя,Asic,AS ais-7331,32,1418464,806400.0000000001,612063.9999999999,75.9
,2021-08-01,2021,202108,на Гоголя,Asic,AS ais-7331,27,1233927,680400.0000000001,553526.9999999999,81.35
,2021-09-01,2021,202109,на Гоголя,Asic,AS ais-7331,29,1322458,730800.0000000001,591657.9999999999,80.96
,2021-10-01,2021,202110,на Гоголя,Asic,AS ais-7331,24,1119144,604800.0000000001,514343.9999999999,85.04
,2021-11-01,2021,202111,на Гоголя,Asic,AS ais-7331,17,791367,428400.00000000006,362966.99999999994,84.73
,2021-12-01,2021,202112,на Гоголя,Asic,AS ais-7331,20,909260,504000.00000000006,405259.99999999994,80.41
,2022-01-01,2022,202201,на Гоголя,Asic,AS ais-7331,30,1405110,756000.0000000001,649109.9999999999,85.86
,2022-02-01,2022,202202,на Гоголя,Asic,AS ais-7331,19,883766,478800.00000000006,404965.99999999994,84.58
,2022-03-01,2022,202203,на Гоголя,Asic,AS ais-7331,15,684060,378000.00000000006,306059.99999999994,80.97
,2022-04-01,2022,202204,на Гоголя,Asic,AS ais-7331,28,1304408,705600.0000000001,598807.9999999999,84.87
,2022-05-01,2022,202205,на Гоголя,Asic,AS ais-7331,35,1630370,882000.0000000001,748369.9999999999,84.85
,2022-06-01,2022,202206,на Гоголя,Asic,AS ais-7331,33,1534698,831600.0000000001,703097.9999999999,84.55
,2022-07-01,2022,202207,на Гоголя,Asic,AS ais-7331,35,1563170,882000.0000000001,681169.9999999999,77.23
,2022-08-01,2022,202208,на Гоголя,Asic,AS ais-7331,30,1366050,756000.0000000001,610049.9999999999,80.69
,2022-09-01,2022,202209,на Гоголя,Asic,AS ais-7331,31,1436757,781200.0000000001,655556.9999999999,83.92
,2022-10-01,2022,202210,на Гоголя,Asic,AS ais-7331,26,1213108,655200.0000000001,557907.9999999999,85.15
,2022-11-01,2022,202211,на Гоголя,Asic,AS ais-7331,19,873392,478800.00000000006,394591.99999999994,82.41
,2022-12-01,2022,202212,на Гоголя,Asic,AS ais-7331,22,1002958,554400.0000000001,448557.9999999999,80.91
,2021-01-01,2021,202101,на Гоголя,Asic,AS ice-2172,27,489969,257040.0,232929.0,90.62
,2021-02-01,2021,202102,на Гоголя,Asic,AS ice-2172,17,308550,161840.0,146710.0,90.65
,2021-03-01,2021,202103,на Гоголя,Asic,AS ice-2172,14,253652,133280.0,120372.0,90.32
